node_index,gene_id,gene_symbol,graph_degree
1711,ENSG00000090339,ICAM1,23
1712,ENSG00000090372,STRN4,29
1713,ENSG00000090376,IRAK3,5
1714,ENSG00000090382,LYZ,3
1715,ENSG00000090402,SI,2
1716,ENSG00000090432,MUL1,1
1717,ENSG00000090447,TFAP4,1
1718,ENSG00000090470,PDCD7,21
1719,ENSG00000090487,SPG21,0
1720,ENSG00000090512,FETUB,0
1721,ENSG00000090520,DNAJB11,29
1722,ENSG00000090530,P3H2,0
1723,ENSG00000090534,THPO,6
1724,ENSG00000090539,CHRD,3
1725,ENSG00000090554,FLT3LG,10
1726,ENSG00000090565,RAB11FIP3,6
1727,ENSG00000090581,GNPTG,1
1728,ENSG00000090615,GOLGA3,1
1729,ENSG00000090621,PABPC4,2
1730,ENSG00000090661,CERS4,8
1731,ENSG00000090674,MCOLN1,2
1732,ENSG00000090686,USP48,1
1733,ENSG00000090776,EFNB1,16
1734,ENSG00000090857,PDPR,2
1735,ENSG00000090861,AARS1,1
1736,ENSG00000090863,GLG1,3
1737,ENSG00000090889,KIF4A,1
1738,ENSG00000090905,TNRC6A,19
1739,ENSG00000090924,PLEKHG2,0
1740,ENSG00000090932,DLL3,5
1741,ENSG00000090971,NAT14,0
1742,ENSG00000090975,PITPNM2,0
1743,ENSG00000090989,EXOC1,12
1744,ENSG00000091009,RBM27,0
1745,ENSG00000091010,POU4F3,0
1746,ENSG00000091039,OSBPL8,1
1747,ENSG00000091073,DTX2,0
1748,ENSG00000091106,NLRC4,12
1749,ENSG00000091127,PUS7,0
1750,ENSG00000091129,NRCAM,13
1751,ENSG00000091136,LAMB1,11
1752,ENSG00000091137,SLC26A4,0
1753,ENSG00000091138,SLC26A3,5
1754,ENSG00000091140,DLD,16
1755,ENSG00000091157,WDR7,2
1756,ENSG00000091164,TXNL1,2
1757,ENSG00000091181,IL5RA,4
1758,ENSG00000091262,ABCC6,0
1759,ENSG00000091317,CMTM6,0
1760,ENSG00000091409,ITGA6,18
1761,ENSG00000091428,RAPGEF4,7
1762,ENSG00000091436,MAP3K20,2
1763,ENSG00000091482,SMPX,0
1764,ENSG00000091483,FH,1
1765,ENSG00000091490,SEL1L3,0
1766,ENSG00000091513,TF,6
1767,ENSG00000091527,CDV3,0
1768,ENSG00000091536,MYO15A,10
1769,ENSG00000091542,ALKBH5,3
1770,ENSG00000091583,APOH,23
1771,ENSG00000091622,PITPNM3,0
1772,ENSG00000091640,SPAG7,0
1773,ENSG00000091651,ORC6,18
1774,ENSG00000091656,ZFHX4,1
1775,ENSG00000091664,SLC17A6,6
1776,ENSG00000091704,CPA1,2
1777,ENSG00000091732,ZC3HC1,3
1778,ENSG00000091831,ESR1,96
1779,ENSG00000091844,RGS17,0
1780,ENSG00000091879,ANGPT2,8
1781,ENSG00000091947,TMEM101,0
1782,ENSG00000091972,CD200,2
1783,ENSG00000091986,CCDC80,0
1784,ENSG00000092009,CMA1,1
1785,ENSG00000092010,PSME1,20
1786,ENSG00000092020,PPP2R3C,3
1787,ENSG00000092036,HAUS4,7
1788,ENSG00000092051,JPH4,2
1789,ENSG00000092054,MYH7,22
1790,ENSG00000092067,CEBPE,0
1791,ENSG00000092068,SLC7A8,2
1792,ENSG00000092094,OSGEP,3
1793,ENSG00000092096,SLC22A17,0
1794,ENSG00000092098,RNF31,25
1795,ENSG00000092108,SCFD1,12
1796,ENSG00000092140,G2E3,0
1797,ENSG00000092148,HECTD1,0
1798,ENSG00000092200,RPGRIP1,1
1799,ENSG00000092201,SUPT16H,23
1800,ENSG00000092203,TOX4,6
1801,ENSG00000092208,GEMIN2,14
1802,ENSG00000092295,TGM1,1
1803,ENSG00000092330,TINF2,10
1804,ENSG00000092345,DAZL,2
1805,ENSG00000092377,TBL1Y,9
1806,ENSG00000092421,SEMA6A,3
1807,ENSG00000092439,TRPM7,3
1808,ENSG00000092445,TYRO3,2
1809,ENSG00000092470,WDR76,2
1810,ENSG00000092529,CAPN3,4
1811,ENSG00000092531,SNAP23,33
1812,ENSG00000092607,TBX15,0
1813,ENSG00000092621,PHGDH,1
1814,ENSG00000092820,EZR,47
1815,ENSG00000092841,MYL6,18
1816,ENSG00000092847,AGO1,41
1817,ENSG00000092850,TEKT2,31
1818,ENSG00000092853,CLSPN,35
1819,ENSG00000092871,RFFL,0
1820,ENSG00000092929,UNC13D,2
1821,ENSG00000092931,MFSD11,0
1822,ENSG00000092964,DPYSL2,9
1823,ENSG00000092969,TGFB2,11
1824,ENSG00000092978,GPATCH2,1
1825,ENSG00000093009,CDC45,38
1826,ENSG00000093010,COMT,0
1827,ENSG00000093144,ECHDC1,2
1828,ENSG00000093167,LRRFIP2,1
1829,ENSG00000093183,SEC22C,2
1830,ENSG00000093217,XYLB,0
1831,ENSG00000094631,HDAC6,25
1832,ENSG00000094661,OR1I1,0
1833,ENSG00000094755,GABRP,4
1834,ENSG00000094804,CDC6,22
1835,ENSG00000094841,UPRT,1
1836,ENSG00000094880,CDC23,44
1837,ENSG00000094914,AAAS,28
1838,ENSG00000094916,CBX5,14
1839,ENSG00000094963,FMO2,0
1840,ENSG00000094975,SUCO,1
1841,ENSG00000095002,MSH2,35
1842,ENSG00000095015,MAP3K1,7
1843,ENSG00000095059,DHPS,1
1844,ENSG00000095066,HOOK2,4
1845,ENSG00000095139,ARCN1,13
1846,ENSG00000095203,EPB41L4B,0
1847,ENSG00000095209,TMEM38B,0
1848,ENSG00000095261,PSMD5,20
1849,ENSG00000095303,PTGS1,1
1850,ENSG00000095319,NUP188,27
1851,ENSG00000095321,CRAT,1
1852,ENSG00000095370,SH2D3C,5
1853,ENSG00000095380,NANS,1
1854,ENSG00000095383,TBC1D2,0
1855,ENSG00000095397,WHRN,18
1856,ENSG00000095464,PDE6C,0
1857,ENSG00000095485,CWF19L1,3
1858,ENSG00000095539,SEMA4G,0
1859,ENSG00000095564,BTAF1,1
1860,ENSG00000095574,IKZF5,0
1861,ENSG00000095585,BLNK,20
1862,ENSG00000095587,TLL2,1
1863,ENSG00000095596,CYP26A1,2
1864,ENSG00000095627,TDRD1,7
1865,ENSG00000095637,SORBS1,12
1866,ENSG00000095713,CRTAC1,0
1867,ENSG00000095739,BAMBI,14
1868,ENSG00000095752,IL11,2
1869,ENSG00000095777,MYO3A,19
1870,ENSG00000095787,WAC,2
1871,ENSG00000095794,CREM,1
1872,ENSG00000095906,NUBP2,1
1873,ENSG00000095932,SMIM24,0
1874,ENSG00000095951,HIVEP1,0
1875,ENSG00000095970,TREM2,7
1876,ENSG00000096060,FKBP5,16
1877,ENSG00000096063,SRPK1,7
1878,ENSG00000096070,BRPF3,8
1879,ENSG00000096080,MRPS18A,99
1880,ENSG00000096088,PGC,0
1881,ENSG00000096092,TMEM14A,0
1882,ENSG00000096093,EFHC1,31
1883,ENSG00000096384,HSP90AB1,124
1884,ENSG00000096433,ITPR3,24
1885,ENSG00000096696,DSP,11
1886,ENSG00000096717,SIRT1,40
1887,ENSG00000096746,HNRNPH3,1
1888,ENSG00000096872,IFT74,19
1889,ENSG00000096968,JAK2,61
1890,ENSG00000097007,ABL1,31
1891,ENSG00000097021,ACOT7,3
1892,ENSG00000097033,SH3GLB1,8
1893,ENSG00000097046,CDC7,17
1894,ENSG00000097096,SYDE2,0
1895,ENSG00000099139,PCSK5,0
1896,ENSG00000099203,TMED1,0
1897,ENSG00000099204,ABLIM1,0
1898,ENSG00000099219,ERMP1,0
1899,ENSG00000099246,RAB18,3
1900,ENSG00000099250,NRP1,44
1901,ENSG00000099260,PALMD,0
1902,ENSG00000099282,TSPAN15,1
1903,ENSG00000099284,MACROH2A2,1
1904,ENSG00000099308,MAST3,0
1905,ENSG00000099326,MZF1,2
1906,ENSG00000099331,MYO9B,1
1907,ENSG00000099337,KCNK6,0
1908,ENSG00000099364,FBXL19,0
1909,ENSG00000099365,STX1B,10
1910,ENSG00000099377,HSD3B7,1
1911,ENSG00000099385,BCL7C,29
1912,ENSG00000099617,EFNA2,10
1913,ENSG00000099622,CIRBP,2
1914,ENSG00000099624,ATP5F1D,26
1915,ENSG00000099625,CBARP,0
1916,ENSG00000099769,IGFALS,4
1917,ENSG00000099783,HNRNPM,15
1918,ENSG00000099785,MARCHF2,0
1919,ENSG00000099795,NDUFB7,63
1920,ENSG00000099797,TECR,9
1921,ENSG00000099800,TIMM13,4
1922,ENSG00000099810,MTAP,0
1923,ENSG00000099812,MISP,0
1924,ENSG00000099814,CEP170B,0
1925,ENSG00000099817,POLR2E,125
1926,ENSG00000099821,POLRMT,5
1927,ENSG00000099822,HCN2,3
1928,ENSG00000099834,CDHR5,1
1929,ENSG00000099840,IZUMO4,0
1930,ENSG00000099849,RASSF7,3
1931,ENSG00000099860,GADD45B,5
1932,ENSG00000099864,PALM,0
1933,ENSG00000099875,MKNK2,1
1934,ENSG00000099889,ARVCF,4
1935,ENSG00000099899,TRMT2A,0
1936,ENSG00000099901,RANBP1,3
1937,ENSG00000099904,ZDHHC8,0
1938,ENSG00000099910,KLHL22,31
1939,ENSG00000099917,MED15,70
1940,ENSG00000099937,SERPIND1,1
1941,ENSG00000099940,SNAP29,36
1942,ENSG00000099942,CRKL,30
1943,ENSG00000099949,LZTR1,31
1944,ENSG00000099953,MMP11,0
1945,ENSG00000099954,CECR2,9
1946,ENSG00000099956,SMARCB1,38
1947,ENSG00000099957,P2RX6,10
1948,ENSG00000099958,DERL3,6
1949,ENSG00000099960,SLC7A4,0
1950,ENSG00000099968,BCL2L13,3
1951,ENSG00000099991,CABIN1,4
1952,ENSG00000099992,TBC1D10A,4
1953,ENSG00000099994,SUSD2,0
1954,ENSG00000099995,SF3A1,79
1955,ENSG00000099998,GGT5,0
1956,ENSG00000099999,RNF215,0
1957,ENSG00000100003,SEC14L2,0
1958,ENSG00000100012,SEC14L3,0
1959,ENSG00000100014,SPECC1L,0
1960,ENSG00000100023,PPIL2,58
1961,ENSG00000100024,UPB1,0
1962,ENSG00000100027,YPEL1,0
1963,ENSG00000100028,SNRPD3,144
1964,ENSG00000100029,PES1,30
1965,ENSG00000100030,MAPK1,34
1966,ENSG00000100034,PPM1F,0
1967,ENSG00000100036,SLC35E4,0
1968,ENSG00000100038,TOP3B,6
1969,ENSG00000100053,CRYBB3,0
1970,ENSG00000100055,CYTH4,0
1971,ENSG00000100056,ESS2,3
1972,ENSG00000100060,MFNG,2
1973,ENSG00000100065,CARD10,5
1974,ENSG00000100075,SLC25A1,0
1975,ENSG00000100077,GRK3,7
1976,ENSG00000100078,PLA2G3,0
1977,ENSG00000100079,LGALS2,0
1978,ENSG00000100083,GGA1,9
1979,ENSG00000100084,HIRA,4
1980,ENSG00000100092,SH3BP1,0
1981,ENSG00000100095,SEZ6L,0
1982,ENSG00000100097,LGALS1,3
1983,ENSG00000100099,HPS4,12
1984,ENSG00000100100,PIK3IP1,0
1985,ENSG00000100104,SRRD,0
1986,ENSG00000100105,PATZ1,0
1987,ENSG00000100106,TRIOBP,4
1988,ENSG00000100109,TFIP11,14
1989,ENSG00000100116,GCAT,0
1990,ENSG00000100122,CRYBB1,0
1991,ENSG00000100124,ANKRD54,0
1992,ENSG00000100129,EIF3L,46
1993,ENSG00000100138,SNU13,130
1994,ENSG00000100139,MICALL1,3
1995,ENSG00000100142,POLR2F,114
1996,ENSG00000100146,SOX10,8
1997,ENSG00000100147,CCDC134,0
1998,ENSG00000100150,DEPDC5,20
1999,ENSG00000100151,PICK1,10
2000,ENSG00000100154,TTC28,0
2001,ENSG00000100156,SLC16A8,2
2002,ENSG00000100162,CENPM,14
2003,ENSG00000100167,SEPTIN3,11
2004,ENSG00000100170,SLC5A1,2
2005,ENSG00000100191,SLC5A4,0
2006,ENSG00000100196,KDELR3,2
2007,ENSG00000100201,DDX17,11
2008,ENSG00000100206,DMC1,5
2009,ENSG00000100209,HSCB,2
2010,ENSG00000100211,CBY1,0
2011,ENSG00000100216,TOMM22,23
2012,ENSG00000100218,RSPH14,0
2013,ENSG00000100219,XBP1,66
2014,ENSG00000100220,RTCB,6
2015,ENSG00000100221,JOSD1,0
2016,ENSG00000100225,FBXO7,4
2017,ENSG00000100226,GTPBP1,22
2018,ENSG00000100227,POLDIP3,10
2019,ENSG00000100228,RAB36,1
2020,ENSG00000100234,TIMP3,8
2021,ENSG00000100239,PPP6R2,3
2022,ENSG00000100241,SBF1,1
2023,ENSG00000100242,SUN2,10
2024,ENSG00000100243,CYB5R3,4
2025,ENSG00000100253,MIOX,0
2026,ENSG00000100258,LMF2,1
2027,ENSG00000100263,RHBDD3,0
2028,ENSG00000100266,PACSIN2,4
2029,ENSG00000100271,TTLL1,4
2030,ENSG00000100276,RASL10A,0
2031,ENSG00000100280,AP1B1,22
2032,ENSG00000100281,HMGXB4,9
2033,ENSG00000100284,TOM1,6
2034,ENSG00000100285,NEFH,3
2035,ENSG00000100288,CHKB,2
2036,ENSG00000100292,HMOX1,2
2037,ENSG00000100294,MCAT,35
2038,ENSG00000100296,THOC5,20
2039,ENSG00000100297,MCM5,35
2040,ENSG00000100299,ARSA,2
2041,ENSG00000100300,TSPO,9
2042,ENSG00000100302,RASD2,2
2043,ENSG00000100304,TTLL12,0
2044,ENSG00000100307,CBX7,49
2045,ENSG00000100311,PDGFB,8
2046,ENSG00000100312,ACR,0
2047,ENSG00000100314,CABP7,0
2048,ENSG00000100316,RPL3,102
2049,ENSG00000100319,ZMAT5,22
2050,ENSG00000100320,RBFOX2,8
2051,ENSG00000100321,SYNGR1,0
2052,ENSG00000100324,TAB1,17
2053,ENSG00000100325,ASCC2,4
2054,ENSG00000100330,MTMR3,1
2055,ENSG00000100335,MIEF1,2
2056,ENSG00000100341,PNPLA5,0
2057,ENSG00000100344,PNPLA3,6
2058,ENSG00000100345,MYH9,39
2059,ENSG00000100346,CACNA1I,2
2060,ENSG00000100347,SAMM50,16
2061,ENSG00000100348,TXN2,4
2062,ENSG00000100350,FOXRED2,3
2063,ENSG00000100351,GRAP2,32
2064,ENSG00000100353,EIF3D,48
2065,ENSG00000100354,TNRC6B,6
2066,ENSG00000100359,SGSM3,0
2067,ENSG00000100360,IFT27,20
2068,ENSG00000100362,PVALB,0
2069,ENSG00000100364,KIAA0930,0
2070,ENSG00000100365,NCF4,14
2071,ENSG00000100372,SLC25A17,1
2072,ENSG00000100373,UPK3A,2
2073,ENSG00000100376,FAM118A,0
2074,ENSG00000100379,KCTD17,33
2075,ENSG00000100380,ST13,6
2076,ENSG00000100385,IL2RB,13
2077,ENSG00000100387,RBX1,158
2078,ENSG00000100393,EP300,162
2079,ENSG00000100395,L3MBTL2,11
2080,ENSG00000100399,CHADL,0
2081,ENSG00000100401,RANGAP1,11
2082,ENSG00000100403,ZC3H7B,1
2083,ENSG00000100410,PHF5A,96
2084,ENSG00000100412,ACO2,1
2085,ENSG00000100413,POLR3H,18
2086,ENSG00000100416,TRMU,1
2087,ENSG00000100417,PMM1,1
2088,ENSG00000100418,DESI1,25
2089,ENSG00000100422,CERK,0
2090,ENSG00000100425,BRD1,11
2091,ENSG00000100426,ZBED4,0
2092,ENSG00000100427,MLC1,0
2093,ENSG00000100429,HDAC10,1
2094,ENSG00000100433,KCNK10,1
2095,ENSG00000100439,ABHD4,0
2096,ENSG00000100441,KHNYN,1
2097,ENSG00000100442,FKBP3,4
2098,ENSG00000100445,SDR39U1,0
2099,ENSG00000100448,CTSG,8
2100,ENSG00000100462,PRMT5,22
2101,ENSG00000100473,COCH,1
2102,ENSG00000100478,AP4S1,21
2103,ENSG00000100479,POLE2,36
2104,ENSG00000100483,VCPKMT,2
2105,ENSG00000100485,SOS2,9
2106,ENSG00000100490,CDKL1,0
2107,ENSG00000100503,NIN,9
2108,ENSG00000100504,PYGL,3
2109,ENSG00000100505,TRIM9,3
2110,ENSG00000100519,PSMC6,42
2111,ENSG00000100522,GNPNAT1,0
2112,ENSG00000100523,DDHD1,1
2113,ENSG00000100526,CDKN3,2
2114,ENSG00000100528,CNIH1,3
2115,ENSG00000100532,CGRRF1,0
2116,ENSG00000100554,ATP6V1D,33
2117,ENSG00000100557,CCDC198,0
2118,ENSG00000100558,PLEK2,0
2119,ENSG00000100564,PIGH,5
2120,ENSG00000100565,LRRC74A,0
2121,ENSG00000100567,PSMA3,47
2122,ENSG00000100568,VTI1B,23
2123,ENSG00000100575,TIMM9,7
2124,ENSG00000100577,GSTZ1,0
2125,ENSG00000100578,KIAA0586,0
2126,ENSG00000100580,TMED8,0
2127,ENSG00000100591,AHSA1,6
2128,ENSG00000100592,DAAM1,7
2129,ENSG00000100593,ISM2,1
2130,ENSG00000100596,SPTLC2,7
2131,ENSG00000100599,RIN3,2
2132,ENSG00000100600,LGMN,1
2133,ENSG00000100601,ALKBH1,0
2134,ENSG00000100603,SNW1,103
2135,ENSG00000100604,CHGA,2
2136,ENSG00000100605,ITPK1,3
2137,ENSG00000100614,PPM1A,1
2138,ENSG00000100625,SIX4,1
2139,ENSG00000100626,GALNT16,0
2140,ENSG00000100628,ASB2,1
2141,ENSG00000100629,CEP128,9
2142,ENSG00000100644,HIF1A,55
2143,ENSG00000100647,SUSD6,0
2144,ENSG00000100650,SRSF5,15
2145,ENSG00000100652,SLC10A1,1
2146,ENSG00000100664,EIF5,23
2147,ENSG00000100678,SLC8A3,3
2148,ENSG00000100697,DICER1,39
2149,ENSG00000100711,ZFYVE21,0
2150,ENSG00000100714,MTHFD1,6
2151,ENSG00000100722,ZC3H14,0
2152,ENSG00000100726,TELO2,15
2153,ENSG00000100731,PCNX1,0
2154,ENSG00000100739,BDKRB1,3
2155,ENSG00000100744,GSKIP,3
2156,ENSG00000100749,VRK1,1
2157,ENSG00000100764,PSMC1,48
2158,ENSG00000100767,PAPLN,0
2159,ENSG00000100784,RPS6KA5,1
2160,ENSG00000100796,PPP4R3A,3
2161,ENSG00000100802,C14orf93,0
2162,ENSG00000100804,PSMB5,48
2163,ENSG00000100811,YY1,56
2164,ENSG00000100813,ACIN1,4
2165,ENSG00000100814,CCNB1IP1,0
2166,ENSG00000100815,TRIP11,2
2167,ENSG00000100823,APEX1,13
2168,ENSG00000100836,PABPN1,21
2169,ENSG00000100842,EFS,0
2170,ENSG00000100852,ARHGAP5,3
2171,ENSG00000100865,CINP,1
2172,ENSG00000100867,DHRS2,0
2173,ENSG00000100884,CPNE6,0
2174,ENSG00000100888,CHD8,31
2175,ENSG00000100889,PCK2,1
2176,ENSG00000100890,PRORP,23
2177,ENSG00000100897,DCAF11,26
2178,ENSG00000100902,PSMA6,50
2179,ENSG00000100906,NFKBIA,28
2180,ENSG00000100908,EMC9,9
2181,ENSG00000100916,BRMS1L,15
2182,ENSG00000100918,REC8,10
2183,ENSG00000100926,TM9SF1,0
2184,ENSG00000100934,SEC23A,18
2185,ENSG00000100938,GMPR2,1
2186,ENSG00000100941,PNN,7
2187,ENSG00000100949,RABGGTA,12
2188,ENSG00000100968,NFATC4,8
2189,ENSG00000100979,PLTP,18
2190,ENSG00000100982,PCIF1,0
2191,ENSG00000100983,GSS,0
2192,ENSG00000100985,MMP9,20
2193,ENSG00000100987,VSX1,0
2194,ENSG00000100991,TRPC4AP,26
2195,ENSG00000100994,PYGB,3
2196,ENSG00000100997,ABHD12,0
2197,ENSG00000101000,PROCR,6
2198,ENSG00000101003,GINS1,21
2199,ENSG00000101004,NINL,0
2200,ENSG00000101017,CD40,26
2201,ENSG00000101019,UQCC1,1
2202,ENSG00000101040,ZMYND8,9
2203,ENSG00000101049,SGK2,2
2204,ENSG00000101052,IFT52,14
2205,ENSG00000101057,MYBL2,6
2206,ENSG00000101074,R3HDML,0
2207,ENSG00000101076,HNF4A,21
2208,ENSG00000101079,NDRG3,0
2209,ENSG00000101082,SLA2,1
2210,ENSG00000101084,RAB5IF,0
2211,ENSG00000101096,NFATC2,16
2212,ENSG00000101098,RIMS4,0
2213,ENSG00000101104,PABPC1L,2
2214,ENSG00000101109,STK4,6
2215,ENSG00000101115,SALL4,12
2216,ENSG00000101126,ADNP,1
2217,ENSG00000101132,PFDN4,14
2218,ENSG00000101134,DOK5,1
2219,ENSG00000101138,CSTF1,9
2220,ENSG00000101144,BMP7,14
2221,ENSG00000101146,RAE1,25
2222,ENSG00000101150,TPD52L2,1
2223,ENSG00000101152,DNAJC5,11
2224,ENSG00000101158,NELFCD,59
2225,ENSG00000101160,CTSZ,0
2226,ENSG00000101161,PRPF6,66
2227,ENSG00000101162,TUBB1,8
2228,ENSG00000101166,PRELID3B,1
2229,ENSG00000101180,HRH3,1
2230,ENSG00000101181,MTG2,56
2231,ENSG00000101182,PSMA7,49
2232,ENSG00000101187,SLCO4A1,0
2233,ENSG00000101188,NTSR1,8
2234,ENSG00000101189,MRGBP,29
2235,ENSG00000101190,TCFL5,0
2236,ENSG00000101191,DIDO1,5
2237,ENSG00000101193,GID8,9
2238,ENSG00000101194,SLC17A9,0
2239,ENSG00000101197,BIRC7,8
2240,ENSG00000101198,NKAIN4,0
2241,ENSG00000101199,ARFGAP1,2
2242,ENSG00000101200,AVP,4
2243,ENSG00000101203,COL20A1,0
2244,ENSG00000101204,CHRNA4,11
2245,ENSG00000101210,EEF1A2,5
2246,ENSG00000101213,PTK6,15
2247,ENSG00000101216,GMEB2,1
2248,ENSG00000101220,ADISSP,0
2249,ENSG00000101222,SPEF1,0
2250,ENSG00000101224,CDC25B,11
2251,ENSG00000101230,ISM1,1
2252,ENSG00000101236,RNF24,0
2253,ENSG00000101246,ARFRP1,1
2254,ENSG00000101247,NDUFAF5,5
2255,ENSG00000101251,SEL1L2,1
2256,ENSG00000101255,TRIB3,4
2257,ENSG00000101265,RASSF2,2
2258,ENSG00000101276,SLC52A3,0
2259,ENSG00000101280,ANGPT4,4
2260,ENSG00000101282,RSPO4,3
2261,ENSG00000101290,CDS2,1
2262,ENSG00000101292,PROKR2,2
2263,ENSG00000101294,HM13,7
2264,ENSG00000101298,SNPH,0
2265,ENSG00000101306,MYLK2,3
2266,ENSG00000101310,SEC23B,13
2267,ENSG00000101311,FERMT1,0
2268,ENSG00000101323,HAO1,3
2269,ENSG00000101327,PDYN,4
2270,ENSG00000101331,CCM2L,0
2271,ENSG00000101333,PLCB4,1
2272,ENSG00000101335,MYL9,21
2273,ENSG00000101336,HCK,13
2274,ENSG00000101337,TM9SF4,0
2275,ENSG00000101342,TLDC2,0
2276,ENSG00000101343,CRNKL1,78
2277,ENSG00000101346,POFUT1,1
2278,ENSG00000101347,SAMHD1,2
2279,ENSG00000101349,PAK5,4
2280,ENSG00000101350,KIF3B,6
2281,ENSG00000101353,MROH8,0
2282,ENSG00000101361,NOP56,81
2283,ENSG00000101363,MANBAL,0
2284,ENSG00000101365,IDH3B,3
2285,ENSG00000101367,MAPRE1,11
2286,ENSG00000101384,JAG1,7
2287,ENSG00000101391,CDK5RAP1,2
2288,ENSG00000101400,SNTA1,17
2289,ENSG00000101405,OXT,3
2290,ENSG00000101407,TTI1,14
2291,ENSG00000101412,E2F1,26
2292,ENSG00000101413,RPRD1B,11
2293,ENSG00000101417,PXMP4,1
2294,ENSG00000101421,CHMP4B,29
2295,ENSG00000101425,BPI,4
2296,ENSG00000101438,SLC32A1,12
2297,ENSG00000101440,ASIP,1
2298,ENSG00000101442,ACTR5,21
2299,ENSG00000101445,PPP1R16B,1
2300,ENSG00000101447,FAM83D,1
2301,ENSG00000101448,EPPIN,1
2302,ENSG00000101452,DHX35,2
2303,ENSG00000101457,DNTTIP1,4
2304,ENSG00000101460,MAP1LC3A,8
2305,ENSG00000101463,SYNDIG1,0
2306,ENSG00000101464,PIGU,4
2307,ENSG00000101470,TNNC2,8
2308,ENSG00000101473,ACOT8,2
2309,ENSG00000101474,APMAP,0
2310,ENSG00000101489,CELF4,0
2311,ENSG00000101493,ZNF516,4
2312,ENSG00000101542,CDH20,8
2313,ENSG00000101544,ADNP2,0
2314,ENSG00000101546,RBFA,34
2315,ENSG00000101557,USP14,40
2316,ENSG00000101558,VAPA,10
2317,ENSG00000101577,LPIN2,6
2318,ENSG00000101596,SMCHD1,1
2319,ENSG00000101605,MYOM1,1
2320,ENSG00000101624,CEP76,0
2321,ENSG00000101638,ST8SIA5,0
2322,ENSG00000101639,CEP192,4
2323,ENSG00000101654,RNMT,12
2324,ENSG00000101665,SMAD7,28
2325,ENSG00000101670,LIPG,6
2326,ENSG00000101680,LAMA1,9
2327,ENSG00000101695,RNF125,7
2328,ENSG00000101745,ANKRD12,0
2329,ENSG00000101746,NOL4,0
2330,ENSG00000101751,POLI,10
2331,ENSG00000101752,MIB1,0
2332,ENSG00000101773,RBBP8,14
2333,ENSG00000101782,RIOK3,5
2334,ENSG00000101811,CSTF2,20
2335,ENSG00000101842,VSIG1,0
2336,ENSG00000101843,PSMD10,21
2337,ENSG00000101850,GPR143,0
2338,ENSG00000101856,PGRMC1,5
2339,ENSG00000101868,POLA1,24
2340,ENSG00000101871,MID1,1
2341,ENSG00000101882,NKAP,38
2342,ENSG00000101888,NXT2,2
2343,ENSG00000101890,GUCY2F,1
2344,ENSG00000101892,ATP1B4,10
2345,ENSG00000101901,ALG13,2
2346,ENSG00000101911,PRPS2,3
2347,ENSG00000101916,TLR8,5
2348,ENSG00000101928,MOSPD1,0
2349,ENSG00000101935,AMMECR1,0
2350,ENSG00000101938,CHRDL1,0
2351,ENSG00000101940,WDR13,0
2352,ENSG00000101945,SUV39H1,32
2353,ENSG00000101955,SRPX,0
2354,ENSG00000101958,GLRA2,0
2355,ENSG00000101966,XIAP,26
2356,ENSG00000101972,STAG2,14
2357,ENSG00000101974,ATP11C,2
2358,ENSG00000101977,MCF2,1
2359,ENSG00000101981,F9,6
2360,ENSG00000101986,ABCD1,5
2361,ENSG00000101997,CCDC22,13
2362,ENSG00000102001,CACNA1F,25
2363,ENSG00000102003,SYP,8
2364,ENSG00000102010,BMX,1
2365,ENSG00000102024,PLS3,1
2366,ENSG00000102030,NAA10,8
2367,ENSG00000102032,RENBP,0
2368,ENSG00000102034,ELF4,1
2369,ENSG00000102038,SMARCA1,16
2370,ENSG00000102048,ASB9,4
2371,ENSG00000102053,ZC3H12B,0
2372,ENSG00000102054,RBBP7,71
2373,ENSG00000102057,KCND1,1
2374,ENSG00000102078,SLC25A14,0
2375,ENSG00000102081,FMR1,39
2376,ENSG00000102096,PIM2,1
2377,ENSG00000102100,SLC35A2,0
2378,ENSG00000102103,PQBP1,22
2379,ENSG00000102104,RS1,0
2380,ENSG00000102109,PCSK1N,0
2381,ENSG00000102119,EMD,21
2382,ENSG00000102125,TAFAZZIN,1
2383,ENSG00000102144,PGK1,3
2384,ENSG00000102145,GATA1,19
2385,ENSG00000102158,MAGT1,12
2386,ENSG00000102172,SMS,1
2387,ENSG00000102174,PHEX,0
2388,ENSG00000102178,UBL4A,6
2389,ENSG00000102181,CD99L2,0
2390,ENSG00000102189,EEA1,7
2391,ENSG00000102195,GPR50,2
2392,ENSG00000102218,RP2,2
2393,ENSG00000102221,JADE3,4
2394,ENSG00000102225,CDK16,1
2395,ENSG00000102226,USP11,2
2396,ENSG00000102230,PCYT1B,1
2397,ENSG00000102239,BRS3,3
2398,ENSG00000102241,HTATSF1,38
2399,ENSG00000102245,CD40LG,12
2400,ENSG00000102265,TIMP1,7
2401,ENSG00000102271,KLHL4,0
2402,ENSG00000102302,FGD1,1
2403,ENSG00000102309,PIN4,0
2404,ENSG00000102312,PORCN,0
2405,ENSG00000102316,MAGED2,0
2406,ENSG00000102317,RBM3,0
2407,ENSG00000102349,KLF8,1
2408,ENSG00000102359,SRPX2,1
2409,ENSG00000102362,SYTL4,4
2410,ENSG00000102383,ZDHHC15,0
2411,ENSG00000102384,CENPI,14
2412,ENSG00000102385,DRP2,1
2413,ENSG00000102390,PBDC1,0
2414,ENSG00000102393,GLA,1
